id,genres,release_date
15380.0,['Strategy'],2006-11-14
19800.0,['Action'],2005-10-04
15370.0,['Strategy'],2007-10-16
19930.0,['Strategy'],2008-04-18
15350.0,['Casual'],2007-09-25
19810.0,['Action'],2002-05-31
3540.0,['Casual'],2008-10-15
22000.0,['Indie'],2008-10-13
2820.0,"['Action', 'Simulation', 'Strategy']",2008-10-16
1230.0,['Action'],2008-10-17
18300.0,"['Casual', 'Indie']",2008-10-20
20200.0,"['Indie', 'Casual', 'Sports']",2008-10-21
12200.0,"['Action', 'Adventure']",2008-10-21
19900.0,['Action'],2008-10-22
11240.0,"['Action', 'Indie', 'Strategy']",2008-10-23
256522.0,['Simulation'],2009-01-01
275144.0,['Simulation'],2009-01-01
256521.0,['Simulation'],2009-01-01
222569.0,['Simulation'],2009-01-01
256535.0,['Simulation'],2009-01-01
256611.0,['Simulation'],2009-01-01
256576.0,['Simulation'],2009-01-01
9480.0,['Action'],2009-01-28
17470.0,['Action'],2008-10-20
12770.0,['RPG'],2008-12-16
17410.0,"['Action', 'Adventure']",2009-01-13
18500.0,"['Indie', 'Strategy']",2008-12-08
16450.0,['Action'],2009-02-12
15400.0,"['Strategy', 'Indie']",2008-03-05
18600.0,"['Indie', 'Strategy']",2007-07-04
11340.0,"['Action', 'Indie']",2009-03-19
25830.0,['Strategy'],2005-05-10
23460.0,"['Action', 'Adventure', 'Strategy']",2009-02-27
10600.0,['Strategy'],2009-03-04
21010.0,['Action'],2009-03-04
22180.0,"['Action', 'Adventure', 'Indie']",2007-03-30
13210.0,['Action'],2007-11-19
12640.0,['RPG'],2009-02-27
21600.0,"['Casual', 'Strategy']",2009-03-09
27020.0,"['Indie', 'Simulation']",2008-03-21
24740.0,['Racing'],2009-02-03
90047.0,['Action'],2009-03-11
26000.0,"['Action', 'Indie']",2009-03-09
26006.0,"['Action', 'Indie']",2009-03-16
26005.0,"['Action', 'Indie']",2009-03-16
11330.0,"['Casual', 'Indie']",2009-03-19
27800.0,['Indie'],2009-03-19
9850.0,"['Simulation', 'Strategy']",2009-03-10
3600.0,['Casual'],2009-04-15
29580.0,"['RPG', 'Massively Multiplayer']",2006-10-27
29540.0,"['RPG', 'Massively Multiplayer']",2005-04-28
29560.0,"['RPG', 'Massively Multiplayer']",2006-04-28
29570.0,"['Massively Multiplayer', 'RPG']",2008-09-25
23700.0,['Casual'],2009-04-16
16060.0,['Casual'],2009-04-29
1930.0,['RPG'],2009-04-30
18470.0,['Strategy'],2009-04-30
7510.0,"['Action', 'Adventure', 'RPG']",2009-02-10
22200.0,"['Action', 'Indie']",2009-04-21
26007.0,['Indie'],2009-04-29
25900.0,"['RPG', 'Strategy']",2008-09-23
16200.0,"['Casual', 'Simulation']",2009-05-06
7840.0,['Racing'],2009-05-06
8890.0,"['RPG', 'Strategy']",2005-03-08
8880.0,"['RPG', 'Strategy']",2002-03-26
34500.0,"['Indie', 'Simulation', 'Strategy']",2009-06-04
1280.0,"['Action', 'Simulation']",2009-06-09
10150.0,"['Action', 'Adventure']",2009-06-10
29160.0,"['Adventure', 'Indie']",2016-05-17
12470.0,['Strategy'],2004-04-30
22340.0,,2006-04-26
22330.0,['RPG'],2007-09-11
22320.0,['RPG'],2002-04-29
900883.0,,2009-06-16
12440.0,['Adventure'],2007-05-18
32710.0,['Simulation'],1999-09-01
32740.0,['Simulation'],1998-09-07
12460.0,['Strategy'],2008-09-15
21980.0,['Action'],2009-06-30
31860.0,['Adventure'],2007-10-01
31900.0,['Adventure'],2006-10-01
31920.0,['Adventure'],2008-07-01
31930.0,['Adventure'],2007-07-01
35800.0,"['Casual', 'Indie']",2008-12-24
12690.0,"['Simulation', 'Sports']",2009-07-07
31170.0,['Adventure'],2009-07-07
21660.0,['Action'],2009-07-07
6080.0,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007-10-09
6010.0,['Adventure'],1992-06-01
6090.0,['Action'],2003-12-02
6060.0,['Action'],2005-11-01
32310.0,['Adventure'],1989-07-01
32330.0,"['Action', 'Adventure']",2008-06-03
32360.0,['Adventure'],2009-07-15
35300.0,['Strategy'],2008-11-20
35310.0,"['Action', 'Racing']",2009-06-02
31980.0,['Adventure'],2009-07-21
31990.0,['Adventure'],2009-07-21
10140.0,['Sports'],2006-12-20
10100.0,['Adventure'],2006-09-01
10130.0,['Action'],2007-10-30
10110.0,['Adventure'],2006-09-01
1256.0,['Action'],2009-07-24
10120.0,"['Action', 'Casual']",2008-06-04
33520.0,"['Simulation', 'Strategy']",2009-07-24
3610.0,['Casual'],2009-07-27
21680.0,['Action'],2008-08-14
21670.0,"['Action', 'Adventure']",2009-07-28
21030.0,['Action'],2009-07-29
36000.0,"['Action', 'Indie']",2009-08-04
32370.0,"['Adventure', 'RPG']",2003-11-19
29180.0,"['Indie', 'Casual']",2009-08-18
38410.0,['RPG'],1998-12-01
38420.0,['Strategy'],2001-03-01
38430.0,['Action'],1999-06-01
38440.0,,2000-11-01
35050.0,"['Action', 'Adventure']",2009-08-19
31180.0,['Adventure'],2009-08-20
37960.0,['Casual'],2009-08-24
38000.0,['Casual'],2009-08-24
37400.0,"['Adventure', 'Indie']",2009-06-22
13570.0,['Action'],2005-03-29
11390.0,"['Action', 'Racing']",2009-08-27
34420.0,['Strategy'],2009-08-28
43100.0,['Simulation'],2009-10-30
33730.0,['Simulation'],2009-09-23
35000.0,"['Action', 'Adventure']",2009-09-08
39392.0,['Casual'],2009-09-23
39391.0,['Casual'],1999-11-30
37600.0,"['Adventure', 'Casual', 'Indie']",2009-05-26
24029.0,['Simulation'],2009-09-25
32140.0,"['Adventure', 'Casual']",2009-09-28
31190.0,['Adventure'],2009-09-07
32770.0,['Action'],2009-08-18
208306.0,['Simulation'],2009-10-01
37300.0,['Simulation'],2009-09-30
208300.0,['Simulation'],2009-10-01
40300.0,['RPG'],2009-10-30
35070.0,['Casual'],2009-10-01
10606.0,['Strategy'],2009-10-05
40700.0,"['Adventure', 'Indie']",2009-10-16
24840.0,['Action'],2007-09-04
24870.0,['Racing'],2009-09-15
41500.0,['RPG'],2009-10-27
24800.0,['Strategy'],2009-03-12
901735.0,['Strategy'],2009-10-27
42800.0,['Strategy'],2009-10-27
39560.0,['Action'],2009-10-27
39550.0,"['RPG', 'Strategy']",2009-10-29
40330.0,['Adventure'],2009-10-29
40320.0,['Strategy'],2009-10-29
31200.0,['Adventure'],2009-10-07
3130.0,['Strategy'],2009-11-01
41100.0,"['Action', 'Indie']",2009-09-19
39540.0,"['Action', 'RPG']",2009-11-03
34640.0,['Strategy'],2005-03-03
34630.0,['Strategy'],2003-10-28
42200.0,,2009-11-19
41000.0,"['Action', 'Indie']",2009-11-24
40340.0,['Adventure'],2009-10-29
17450.0,['RPG'],2009-11-06
37100.0,"['Action', 'RPG', 'Indie']",2009-05-07
37500.0,"['Indie', 'Casual']",2009-11-05
42810.0,['Strategy'],2009-11-11
10180.0,['Action'],2009-11-12
32440.0,['Adventure'],2009-11-12
11450.0,['RPG'],2007-06-26
12710.0,['RPG'],2008-02-15
24790.0,['Strategy'],2007-03-28
29120.0,"['Indie', 'Casual']",2008-07-23
24810.0,['Strategy'],2009-11-13
41800.0,"['Indie', 'Simulation', 'Strategy']",2009-11-16
45300.0,['Simulation'],2009-12-25
41900.0,"['Action', 'Adventure', 'RPG']",2005-06-17
35420.0,['Action'],2009-10-22
32430.0,['Action'],2009-11-03
25806.0,,2009-12-15
22370.0,['RPG'],2009-10-13
41802.0,"['Strategy', 'Indie', 'Simulation']",2009-12-16
38080.0,['Simulation'],2007-10-02
38090.0,['Simulation'],2008-04-29
38100.0,['Simulation'],2009-01-24
38070.0,"['Casual', 'Simulation']",2009-12-17
38210.0,['Casual'],2009-12-17
45700.0,"['Action', 'Adventure']",2008-07-08
46410.0,"['Action', 'Indie', 'RPG']",2010-03-17
38110.0,['Simulation'],2009-08-12
17570.0,"['Action', 'Free to Play', 'Indie']",2010-02-12
38130.0,['Casual'],2008-08-27
38160.0,['Casual'],2010-01-06
38150.0,['Casual'],2009-09-11
38120.0,['Casual'],2007-12-07
38140.0,['Casual'],2009-02-18
36300.0,['Casual'],2010-02-16
36310.0,"['Strategy', 'Casual']",2010-02-16
36320.0,"['Adventure', 'Casual']",2010-02-16
37030.0,['Strategy'],2010-02-17
32450.0,['Adventure'],2010-02-18
34180.0,['Sports'],2010-02-18
44100.0,"['Action', 'Indie', 'Racing']",2010-02-18
25960.0,['Strategy'],2010-02-18
46250.0,['Action'],2010-02-19
38180.0,['Casual'],2007-12-01
10695.0,['Action'],2010-03-18
41050.0,"['Action', 'Indie']",2001-03-21
24055.0,['Simulation'],2010-03-19
48700.0,"['Action', 'RPG']",2010-03-31
39900.0,['Action'],2010-03-26
49900.0,"['Action', 'Indie']",2010-04-05
42120.0,['Action'],2010-04-08
12220.0,['Action'],2010-04-12
45730.0,"['Action', 'Adventure']",2010-04-12
45400.0,['Indie'],2010-04-14
49600.0,"['Action', 'Casual', 'Indie']",2010-04-15
901399.0,['Adventure'],2010-04-15
43500.0,"['Simulation', 'Strategy']",2010-04-19
45302.0,['Simulation'],2010-04-19
40930.0,"['Adventure', 'Indie']",2010-04-20
39640.0,['Action'],2003-08-19
39630.0,['Action'],2001-11-30
23150.0,"['Casual', 'Indie']",2010-04-20
50940.0,['Casual'],2006-07-19
50920.0,"['Casual', 'Indie']",2008-06-19
34178.0,['Strategy'],2010-05-05
37340.0,['Casual'],2008-12-31
37390.0,['Casual'],2009-09-24
37310.0,['Casual'],2009-07-27
37360.0,['Casual'],2007-10-19
49000.0,['Casual'],2009-12-24
37330.0,['Casual'],2010-03-19
37320.0,['Casual'],2008-02-11
37370.0,['Casual'],2007-12-31
37380.0,['Casual'],2009-12-21
19080.0,"['Action', 'Adventure', 'Casual']",2010-05-07
31700.0,"['Action', 'Indie']",2008-12-05
19030.0,"['Action', 'Adventure']",2010-05-11
50820.0,['Indie'],2010-05-12
49800.0,"['Action', 'Indie']",2010-05-12
33650.0,['Casual'],2010-05-28
901478.0,"['Action', 'Adventure']",2010-06-08
33660.0,"['Casual', 'Indie']",2010-05-28
34281.0,['Action'],2010-06-01
34272.0,['Action'],2010-06-01
34270.0,"['Action', 'Adventure', 'Casual', 'RPG']",2010-06-01
34276.0,['Action'],2010-06-01
34274.0,['Action'],2010-06-01
34275.0,['Strategy'],2010-06-01
34277.0,['Action'],2010-06-01
34273.0,['Action'],2010-06-01
34280.0,['Action'],2010-06-01
34278.0,,2010-06-01
34282.0,['Action'],2010-06-01
34279.0,['Action'],2010-06-01
34010.0,"['Action', 'RPG']",2010-06-01
22610.0,['Action'],2010-06-03
22440.0,['RPG'],2010-07-16
18508.0,"['Strategy', 'Indie']",2010-06-02
22430.0,['RPG'],2010-07-16
22410.0,['RPG'],2010-07-16
22420.0,['RPG'],2010-07-16
630.0,['Action'],2010-07-19
22400.0,['RPG'],2010-07-16
24780.0,"['Simulation', 'Strategy']",2003-09-22
33670.0,"['Strategy', 'RPG']",2010-07-16
40420.0,"['Casual', 'Indie']",2010-07-16
34920.0,"['Action', 'Casual', 'Indie']",2010-07-19
48136.0,['Strategy'],2010-07-21
46720.0,['RPG'],2008-12-08
28000.0,['Action'],2010-08-17
39680.0,"['Simulation', 'Strategy']",2010-07-28
25962.0,['Strategy'],2010-07-26
24634.0,['Simulation'],2010-08-06
63900.0,['Strategy'],2010-08-06
50130.0,['Action'],2011-03-22
24075.0,['Simulation'],2010-08-06
47540.0,"['RPG', 'Casual']",2010-08-12
50510.0,['Action'],2010-08-12
25760.0,['Indie'],2010-08-16
25763.0,['Indie'],2010-08-16
25762.0,['Indie'],2010-08-16
25764.0,['Indie'],2010-08-16
42980.0,['Strategy'],2010-08-20
48800.0,['Simulation'],2010-08-27
22600.0,['Strategy'],2010-08-26
46770.0,"['Indie', 'Simulation', 'Strategy']",2010-06-22
65700.0,"['Action', 'Simulation', 'Strategy']",2010-08-27
42960.0,['Strategy'],2010-08-30
27930.0,,2010-08-31
25761.0,['Indie'],2010-08-16
28010.0,['Action'],2010-08-31
28012.0,['Action'],2010-08-31
24640.0,['Simulation'],2010-09-01
28011.0,['Action'],2010-08-31
4850.0,['Strategy'],2002-11-01
57640.0,['Adventure'],2010-09-02
62100.0,['Casual'],2010-09-06
50145.0,['Action'],2010-09-06
34841.0,['Action'],2010-09-08
70300.0,"['Action', 'Indie']",2010-09-07
48137.0,['Strategy'],2010-09-08
57300.0,"['Action', 'Adventure', 'Indie']",2010-09-08
70400.0,"['RPG', 'Indie']",2010-09-10
46600.0,"['Action', 'Casual', 'Indie']",2010-08-19
34314.0,"['Action', 'Simulation']",2010-09-13
34310.0,['Action'],2010-09-13
70100.0,['Simulation'],2010-09-14
70110.0,"['Indie', 'Simulation']",2010-09-14
38600.0,"['Casual', 'Indie']",2010-09-17
57620.0,['Strategy'],2010-09-17
34284.0,['Action'],2010-09-13
63910.0,"['RPG', 'Strategy']",2010-09-17
24082.0,['Simulation'],2010-09-17
8930.0,['Strategy'],2010-09-21
49310.0,['Strategy'],2010-09-21
41060.0,"['Action', 'Indie']",2002-02-05
70900.0,"['Indie', 'Strategy']",2010-09-20
9940.0,"['Action', 'Adventure']",2010-09-22
22650.0,['Action'],2010-09-22
901553.0,['Action'],2010-09-23
50620.0,"['Action', 'Adventure']",2010-09-23
2840.0,"['Simulation', 'Strategy']",1999-07-01
42920.0,['Strategy'],2010-10-08
29700.0,"['Action', 'RPG', 'Massively Multiplayer']",2007-08-31
2850.0,"['Simulation', 'Strategy']",2000-06-01
61510.0,"['RPG', 'Strategy']",2016-05-17
70200.0,"['Adventure', 'Casual', 'Simulation']",2010-10-11
70210.0,"['Adventure', 'Casual', 'Indie', 'Simulation']",2010-10-11
61520.0,"['RPG', 'Strategy']",2016-05-17
61500.0,"['RPG', 'Strategy']",2016-05-17
47790.0,['Action'],2010-10-12
46450.0,"['Indie', 'RPG', 'Strategy']",2010-10-15
45750.0,"['Action', 'Adventure']",2010-10-15
57800.0,"['Adventure', 'Casual', 'Indie']",2010-10-15
22380.0,"['Action', 'RPG']",2010-10-19
67000.0,"['Action', 'Casual', 'Indie']",2010-10-15
80300.0,"['Adventure', 'Indie']",2010-10-22
50000.0,"['Indie', 'Racing']",2010-10-25
16868.0,['Strategy'],2010-10-25
18040.0,"['Action', 'Indie', 'RPG']",2010-10-25
71115.0,"['Action', 'Simulation']",2010-10-26
34317.0,['Casual'],2010-10-26
71114.0,['RPG'],2010-10-26
71112.0,['Action'],2010-10-26
71113.0,"['Action', 'Adventure']",2010-10-26
71111.0,,2010-10-26
71110.0,,2010-10-26
34319.0,['Adventure'],2010-10-26
34318.0,,2010-10-26
34316.0,['Action'],2010-10-26
34315.0,['Action'],2010-10-26
6120.0,"['Action', 'Indie']",2010-10-25
35460.0,"['Action', 'Adventure', 'Indie']",2010-10-26
32500.0,['Action'],2010-10-26
62000.0,"['Action', 'Casual']",2010-11-18
33570.0,"['RPG', 'Simulation', 'Strategy']",2010-11-18
63700.0,"['Action', 'Casual', 'Indie']",2010-11-02
46362.0,"['Simulation', 'Strategy']",2010-11-02
49320.0,['Casual'],2010-11-02
72400.0,"['Adventure', 'Indie']",2010-11-18
42964.0,['Strategy'],2010-11-02
43011.0,['Action'],2010-11-02
33980.0,['Action'],2010-11-05
65710.0,['Casual'],2009-10-01
33990.0,['Adventure'],2010-11-03
33950.0,"['Casual', 'Indie']",2007-04-05
65400.0,"['Strategy', 'Indie']",2010-11-02
42700.0,['Action'],2010-11-09
38923.0,"['Indie', 'Casual']",2010-11-09
72500.0,"['Casual', 'Indie']",2010-12-02
15740.0,"['Action', 'Adventure', 'Strategy']",2010-12-20
38924.0,"['Indie', 'Casual']",2010-11-09
15750.0,"['Action', 'Adventure', 'Strategy']",2010-12-20
45500.0,"['Casual', 'Indie']",2010-12-23
31290.0,['Adventure'],2010-12-23
12100.0,['Action'],2002-05-21
12120.0,['Action'],2005-06-06
35135.0,"['Action', 'Adventure']",2011-01-07
35137.0,"['Action', 'Adventure']",2011-01-07
35138.0,"['Action', 'Adventure']",2011-01-07
35136.0,"['Action', 'Adventure']",2011-01-07
12110.0,['Action'],2003-05-13
33390.0,"['Action', 'Indie']",2011-01-12
92300.0,"['Action', 'Indie']",2011-01-20
80000.0,"['Action', 'Indie', 'Strategy']",2011-01-20
47780.0,['Action'],2011-01-25
51060.0,"['Adventure', 'Casual']",2011-01-19
65080.0,['Adventure'],2011-01-20
71168.0,,2011-01-26
63200.0,"['Action', 'Strategy', 'Indie', 'Sports']",2011-01-24
60340.0,"['Action', 'Adventure', 'Casual']",2011-01-25
71116.0,['Action'],2011-01-26
71161.0,['RPG'],2011-01-26
71119.0,['RPG'],2011-01-26
71118.0,['RPG'],2011-01-26
71117.0,['Action'],2011-01-26
71166.0,['Adventure'],2011-01-26
71165.0,['Action'],2011-01-26
71163.0,"['Action', 'Adventure']",2011-01-26
71164.0,['Action'],2011-01-26
71162.0,,2011-01-26
71160.0,['RPG'],2011-01-26
71120.0,['RPG'],2011-01-26
47890.0,['Simulation'],2009-06-02
48802.0,['Simulation'],2011-01-26
47896.0,['Simulation'],2010-09-07
47892.0,['Simulation'],2009-11-17
47894.0,['Simulation'],2010-10-26
47893.0,['Simulation'],2010-06-02
47895.0,['Simulation'],2010-02-02
42000.0,"['Casual', 'Indie']",2011-01-27
47570.0,['Casual'],2011-01-28
47897.0,['Simulation'],2011-02-01
57700.0,"['Action', 'Casual', 'Indie']",2011-01-31
63660.0,"['Adventure', 'Casual']",2011-02-02
90504.0,['Strategy'],2011-02-01
7520.0,['RPG'],2011-02-03
99200.0,['Casual'],2011-02-08
9930.0,['Racing'],2016-05-17
24449.0,['RPG'],2011-02-03
41814.0,"['Strategy', 'Indie', 'Simulation']",2011-02-11
42925.0,['Strategy'],2011-02-09
57650.0,"['RPG', 'Strategy']",2011-02-10
40407.0,"['Indie', 'Strategy']",2011-02-14
33770.0,['RPG'],2011-01-11
47800.0,['Strategy'],2011-03-08
18408.0,"['Casual', 'Strategy']",2011-03-11
63710.0,"['Action', 'Indie']",2011-02-28
55100.0,['Action'],2011-03-14
80200.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",2011-02-28
92400.0,['Indie'],2011-02-28
56436.0,,2011-02-28
56435.0,['Strategy'],2011-02-28
56433.0,['Strategy'],2011-02-28
56432.0,['Strategy'],2011-02-28
56431.0,['Strategy'],2011-02-28
39120.0,"['Free to Play', 'Massively Multiplayer', 'RPG']",2013-10-24
56437.0,['Strategy'],2011-02-28
94000.0,"['Indie', 'Casual']",2011-03-01
56434.0,['Strategy'],2011-02-28
92700.0,['Action'],2011-04-05
73012.0,['Simulation'],2011-04-05
48803.0,['Simulation'],2011-04-05
56536.0,['Strategy'],2011-04-06
44620.0,['Racing'],2011-04-08
91200.0,"['Action', 'Indie', 'Strategy']",2011-04-08
46790.0,['Strategy'],2010-06-10
73170.0,['Strategy'],2011-04-08
57655.0,"['Strategy', 'RPG']",2011-04-11
70000.0,"['Action', 'Indie']",2011-04-08
57730.0,['Strategy'],2011-04-11
620.0,"['Action', 'Adventure']",2011-04-18
42918.0,"['Action', 'RPG']",2011-04-12
91600.0,"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-15
73020.0,['Strategy'],2011-04-19
56482.0,['Strategy'],2011-05-26
56438.0,['Strategy'],2011-04-20
56481.0,['Strategy'],2011-05-26
