id,developer,release_date,recommend,sentiment_analysis
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,False,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,1
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,0
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,True,2
4000.0,Facepunch Studios,2006,False,1
